186	211.106	218.820	225.660	233.786	251.339
187	212.173	219.906	226.761	234.907	252.499
188	213.239	220.991	227.863	236.027	253.659
189	214.305	222.076	228.964	237.147	254.818
190	215.371	223.160	230.064	238.266	255.976
191	216.437	224.245	231.165	239.386	257.135
192	217.502	225.329	232.265	240.505	258.292
193	218.568	226.413	233.365	241.623	259.450
194	219.633	227.496	234.465	242.742	260.607
195	220.698	228.580	235.564	243.860	261.763
196	221.763	229.663	236.664	244.977	262.920
197	222.828	230.746	237.763	246.095	264.075
198	223.892	231.829	238.861	247.212	265.231
199	224.957	232.912	239.960	248.329	266.386
200	226.021	233.994	241.058	249.445	267.541
201	227.085	235.077	242.156	250.561	268.695
202	228.149	236.159	243.254	251.677	269.849
203	229.213	237.240	244.351	252.793	271.002
204	230.276	238.322	245.448	253.908	272.155
205	231.340	239.403	246.545	255.023	273.308
206	232.403	240.485	247.642	256.138	274.460
207	233.466	241.566	248.739	257.253	275.612
208	234.529	242.647	249.835	258.367	276.764
209	235.592	243.727	250.931	259.481	277.915
210	236.655	244.808	252.027	260.595	279.066
211	237.717	245.888	253.122	261.708	280.217
212	238.780	246.968	254.218	262.821	281.367
213	239.842	248.048	255.313	263.934	282.517
214	240.904	249.128	256.408	265.047	283.666
215	241.966	250.207	257.503	266.159	284.815
216	243.028	251.286	258.597	267.271	285.964
217	244.090	252.365	259.691	268.383	287.112
218	245.151	253.444	260.785	269.495	288.261
219	246.213	254.523	261.879	270.606	289.408
220	247.274	255.602	262.973	271.717	290.556
221	248.335	256.680	264.066	272.828	291.703
222	249.396	257.758	265.159	273.939	292.850
223	250.457	258.837	266.252	275.049	293.996
224	251.517	259.914	267.345	276.159	295.142
225	252.578	260.992	268.438	277.269	296.288
226	253.638	262.070	269.530	278.379	297.433
227	254.699	263.147	270.622	279.488	298.579
228	255.759	264.224	271.714	280.597	299.723
229	256.819	265.301	272.806	281.706	300.868
230	257.879	266.378	273.898	282.814	302.012
231	258.939	267.455	274.989	283.923	303.156
232	259.998	268.531	276.080	285.031	304.299
233	261.058	269.608	277.171	286.139	305.443
234	262.117	270.684	278.262	287.247	306.586
235	263.176	271.760	279.352	288.354	307.728
236	264.235	272.836	280.443	289.461	308.871
237	265.294	273.911	281.533	290.568	310.013
238	266.353	274.987	282.623	291.675	311.154
239	267.412	276.062	283.713	292.782	312.296
240	268.471	277.138	284.802	293.888	313.437
241	269.529	278.213	285.892	294.994	314.578
242	270.588	279.288	286.981	296.100	315.718
243	271.646	280.362	288.070	297.206	316.859
244	272.704	281.437	289.159	298.311	317.999
245	273.762	282.511	290.248	299.417	319.138
246	274.820	283.586	291.336	300.522	320.278
247	275.878	284.660	292.425	301.626	321.417
248	276.935	285.734	293.513	302.731	322.556
249	277.993	286.808	294.601	303.835	323.694
250	279.050	287.882	295.689	304.940	324.832
251	280.108	288.955	296.776	306.044	325.970
252	281.165	290.028	297.864	307.147	327.108
253	282.222	291.102	298.951	308.251	328.246
254	283.279	292.175	300.038	309.354	329.383
255	284.336	293.248	301.125	310.457	330.520
256	285.393	294.321	302.212	311.560	331.656
257	286.449	295.393	303.298	312.663	332.793
258	287.506	296.466	304.385	313.766	333.929
259	288.562	297.538	305.471	314.868	335.065
260	289.619	298.611	306.557	315.970	336.200
261	290.675	299.683	307.643	317.072	337.336
262	291.731	300.755	308.729	318.174	338.471
263	292.787	301.827	309.814	319.275	339.606
264	293.843	302.898	310.900	320.377	340.740
265	294.899	303.970	311.985	321.478	341.874
266	295.954	305.041	313.070	322.579	343.008
267	297.010	306.113	314.155	323.680	344.142
268	298.065	307.184	315.240	324.780	345.276
269	299.121	308.255	316.325	325.881	346.409
270	300.176	309.326	317.409	326.981	347.542
271	301.231	310.397	318.494	328.081	348.675
272	302.286	311.467	319.578	329.181	349.808
273	303.341	312.538	320.662	330.281	350.940
274	304.396	313.608	321.746	331.380	352.072
275	305.451	314.678	322.829	332.480	353.204
276	306.505	315.749	323.913	333.579	354.335
277	307.560	316.819	324.996	334.678	355.467
278	308.614	317.888	326.079	335.776	356.598
279	309.669	318.958	327.163	336.875	357.729
280	310.723	320.028	328.246	337.974	358.859
281	311.777	321.097	329.328	339.072	359.990
282	312.831	322.167	330.411	340.170	361.120
283	313.885	323.236	331.493	341.268	362.250
284	314.939	324.305	332.576	342.365	363.380
285	315.993	325.374	333.658	343.463	364.509
286	317.047	326.443	334.740	344.560	365.639
287	318.100	327.512	335.822	345.658	366.768
288	319.154	328.580	336.904	346.755	367.896
289	320.207	329.649	337.986	347.852	369.025
290	321.260	330.717	339.067	348.948	370.153
291	322.314	331.786	340.148	350.045	371.282
292	323.367	332.854	341.230	351.141	372.410
293	324.420	333.922	342.311	352.237	373.537
294	325.473	334.990	343.392	353.334	374.665
295	326.526	336.058	344.472	354.429	375.792
296	327.578	337.125	345.553	355.525	376.919
297	328.631	338.193	346.634	356.621	378.046
298	329.684	339.260	347.714	357.716	379.173
299	330.736	340.328	348.794	358.811	380.299
300	331.789	341.395	349.874	359.906	381.425
